cep,udh
59037-610,1240810200031
59293-693,1241200500016
59296-497,1241200500006
59152-505,1240325100021
59135-800,1240810200006
59110-560,1240810200053
59115-594,1240810200005
59146-585,1240325100001
59135-040,1240810200059
59120-170,1240810200053
59291-168,1241200500001
59052-820,1240810200046
59099-999,
59625-573,
59122-505,1240810200058
59607-105,
59612-700,
59600-751,
59145-815,1240325100025
59141-360,
59620-686,
59074-830,1240810200048
59106-180,1240810200056
59613-830,
59625-520,
59152-175,1240325100008
59155-150,1240325100015
59139-210,1240810200004
59148-380,1240325100012
59029-572,
59150-644,1240325100021
59132-620,1240810200059
59131-480,1240810200059
59114-107,1240810200005
59115-697,1240810200005
59094-020,1240810200013
59297-699,1241200500001
59129-792,1240810200004
59091-040,1240810200056
59157-346,1240325100005
59014-030,1240810200003
59073-354,1240810200048
59112-580,1240810200053
59161-473,1240325100026
59295-871,1241200500008
59123-316,1240810200008
59122-055,1240810200058
52929-000,
59156-410,1240325100007
59106-023,1240810200056
59137-465,
59031-060,1240810200032
59114-330,1240810200055
59000-400,
59124-481,1240810200053
59092-080,1240810200013
59060-420,1240810200041
59614-584,
59144-680,1240325100020
59619-760,
59607-640,
29600-010,
59070-900,1240810200038
59106-320,1240810200056
59146-340,1240325100019
59138-750,1240810200004
59035-065,1240810200045
59122-642,1240810200058
59144-326,1240325100020
59125-102,1240810200053
59626-690,
59298-682,1241200500001
59112-370,1240810200053
59015-360,1240810200020
59144-355,1240325100020
59295-144,1241200500001
59025-002,1240810200035
59139-616,
59076-750,1240810200013
59612-202,
59050-093,1240810200046
59072-572,1240810200049
59150-832,1240325100021
59619-270,
59631-525,
59131-730,1240810200059
59633-764,
59621-235,
59157-265,1240325100021
59100-050,
59110-120,1240810200053
59650-330,
59068-570,1240810200017
59293-099,1241200500017
59010-505,1240810200030
59293-867,1241200500016
59150-030,1240325100021
59633-302,
59144-283,1240325100020
59115-455,1240810200056
59076-180,1240810200020
59053-230,
59605-330,
59621-190,
59143-295,1240325100032
59150-688,1240325100021
59076-150,1240810200020
59054-125,1240810200041
59298-039,1241200500007
59090-380,1240810200013
59144-166,1240325100020
55144-753,
56000-000,
59120-637,1240810200053
59042-430,1240810200045
58058-140,
59127-610,1240810200053
59133-060,1240810200059
59600-500,
59613-300,
59158-906,1240325100028
59065-060,1240810200021
59025-500,1240810200035
58880-000,
59108-090,1240810200053
56280-000,
59600-155,
59828-628,
59789-000,
59296-355,1241200500008
59058-030,
59074-681,1240810200048
59633-790,
59621-670,
59032-200,1240810200031
59054-510,1240810200020
59296-427,1241200500008
59138-050,1240810200059
59600-130,
59056-395,1240810200020
59122-379,1240810200058
59022-170,1240810200032
59078-970,
59123-612,1240810200008
59115-603,1240810200005
59131-110,1240810200059
59030-415,1240810200032
59106-015,1240810200056
59214-114,
59155-175,1240325100015
59619-120,
59758-210,
59139-574,1241200500019
59625-101,
59072-126,
59815-009,
59082-370,1240810200013
59146-740,
59156-212,1240325100005
59122-110,1240810200058
59144-292,1240325100020
69093-770,
59062-265,1240810200041
59106-117,1240810200056
59145-034,
59626-090,
59075-392,1240810200020
59031-190,1240810200026
59115-157,1240810200005
59254-250,
59615-010,
59640-576,
59104-070,1240810200056
59296-409,1241200500008
59032-430,1240810200041
59115-370,1240810200056
59607-520,
59086-100,
59090-690,1240810200011
59609-020,
59133-124,1240810200008
59299-974,1241200500002
59619-260,
59084-440,1240810200016
59141-180,1240325100031
59082-990,
59114-038,1240810200056
59122-342,1240810200058
59632-060,
59066-040,1240810200022
59073-109,1240810200042
59054-040,1240810200041
59132-300,1240810200059
59614-630,
59158-264,1240325100028
59129-745,1240810200006
59010-572,1240810200030
59090-182,1240810200012
59127-210,1240810200053
59042-300,1240810200045
59122-452,1240810200058
59607-072,
59141-770,1240325100029
59063-240,1240810200020
59293-894,1241200500016
59115-430,1240810200056
59144-150,1240325100020
59146-366,1240325100019
59139-160,1240810200004
59088-290,1240810200016
59022-360,1240810200031
59031-660,
59552-600,
59626-480,
59139-405,1240810200004
59147-710,
59147-820,1240325100033
59625-614,
59092-300,1240810200013
59628-644,
59293-591,1241200500016
59065-625,
01207-000,
59025-260,1240810200035
59148-710,1240325100012
59614-230,
59115-170,1240810200055
59122-262,1240810200008
59151-840,1240325100008
59604-340,
59628-540,
59601-014,
59025-170,1240810200033
59140-380,1240325100004
59115-470,1240810200053
59084-450,1240810200016
59120-220,1240810200053
59086-390,1240810200019
59076-070,1240810200020
59042-450,1240810200060
59063-350,1240810200020
59067-100,
59604-100,
55750-000,
59600-971,
59298-081,1241200500016
23092-080,
59139-625,1240810200004
59590-562,
59088-490,1240810200016
59144-775,1240325100020
59625-662,
59073-815,1240810200048
59158-825,1240325100022
59120-070,1240810200053
59073-286,1240810200042
50760-600,
59631-650,
59147-618,1240325100033
59069-530,1240810200017
59135-580,1240810200059
59190-020,
59140-400,1240325100015
59074-768,1240810200055
59072-671,1240810200048
59050-204,1240810200046
59078-600,1240810200013
59616-450,
59604-432,
59112-590,1240810200053
59070-640,1240810200022
59140-105,1240325100007
59612-621,
59157-200,1240325100005
62960-000,
59614-407,
15385-000,
59300-060,
59612-203,
59155-110,1240325100015
59612-540,
59082-055,1240810200013
59633-180,
59073-185,1240810200048
59022-285,1240810200032
59296-138,1241200500007
59080-240,1240810200019
59065-330,1240810200021
59296-048,1241200500008
59054-820,1240810200020
59080-580,1240810200019
59628-420,
59015-170,1240810200001
59151-606,
59114-199,1240810200005
59620-540,
01362-307,
59054-113,1240810200051
59161-033,1240325100011
59071-390,1240810200041
59069-460,1240810200017
59662-060,
59037-300,1240810200031
59067-470,1240810200019
59062-080,1240810200041
59083-063,
59110-262,
59064-275,1240810200041
59074-035,1240810200049
59730-970,
59127-650,1240810200053
59060-785,1240810200046
59090-320,1240810200012
59059-205,
59607-710,
59062-095,1240810200041
59054-375,1240810200041
59020-135,
59152-623,1240325100021
59127-340,1240810200053
59114-121,1240810200005
59152-005,1240325100008
03111-030,
59066-510,1240810200022
59151-770,1240325100008
59062-340,1240810200037
54142-195,
59612-240,
59052-550,
59616-696,
59150-460,1240325100021
59145-085,1240325100025
59054-204,1240810200041
59135-220,1240810200006
59129-312,1240810200006
59123-255,1240810200008
59633-853,
59042-400,1240810200060
59156-790,1240325100005
59138-560,1240810200059
59144-128,1240325100020
59607-700,
59615-590,
59114-360,1240810200055
59133-360,1240810200059
59076-686,
59626-530,
59060-730,1240810200046
59114-248,1240810200005
59152-546,1240325100021
58059-756,
59611-130,
59390-974,
59010-092,1240810200036
59131-720,1240810200059
59139-527,1240810200004
59124-540,1240810200053
59100-000,
59155-420,1240325100015
59056-090,1240810200020
59030-560,1240810200032
59296-470,1241200500006
59092-110,1240810200013
56610-280,
59121-095,
59127-070,1240810200053
97220-000,
59156-218,1240325100005
59619-217,
59152-405,1240325100021
59080-630,
59037-210,1240810200041
59082-240,1240810200013
59297-468,1241200500001
59056-050,1240810200020
59158-208,1240325100010
59088-520,1240810200016
59144-753,1240325100020
59063-260,1240810200020
59135-070,1240810200059
59114-135,1240810200056
59073-325,1240810200048
59071-290,1240810200041
59141-410,1240325100029
59064-725,1240810200022
59643-266,
59141-465,1240325100029
59150-623,1240325100021
59065-400,1240810200021
59621-440,
59070-070,1240810200041
59330-970,
59120-560,1240810200053
59114-001,1240810200056
59161-013,1240325100011
59155-230,1240325100015
24435-410,
59607-822,
59153-170,
59073-154,1240810200041
59614-320,
59072-138,1240810200049
59064-746,1240810200021
59133-372,1240810200059
59293-588,1241200500016
59148-556,1240325100012
59132-760,1240810200059
04849-328,
59627-566,
59114-225,1240810200056
59104-275,1240810200056
59073-356,1240810200048
59114-171,1240810200005
59052-477,1240810200018
59158-201,
59139-415,1240810200004
59060-765,1240810200046
59035-185,1240810200024
59157-180,1240325100005
59144-758,1240325100029
59037-255,1240810200031
59614-535,
59157-396,1240325100005
59062-430,1240810200022
59088-230,1240810200016
59106-022,1240810200042
59153-903,1240325100016
59153-600,1240325100016
59152-718,1240325100021
59296-584,1241200500022
59120-700,1240810200053
55900-000,
59293-873,1241200500016
59060-110,1240810200046
59094-200,1240810200013
59020-038,
59106-021,1240810200056
59090-158,
59122-038,1240810200057
59092-040,1240810200013
59293-402,1241200500016
59139-400,1240810200004
59076-370,1240810200020
59074-000,
59146-050,1240325100003
59015-080,1240810200001
59104-090,1240810200056
59640-405,
59119-745,
24451-045,
59151-500,1240325100021
59108-190,1240810200053
59090-020,1240810200013
59291-990,
59054-070,1240810200041
59142-200,1240325100030
59610-000,
59605-450,
59634-115,
59615-695,
59064-743,1240810200021
59295-483,1240810200049
59296-274,1241200500008
59514-030,
59073-258,1240810200042
59155-225,1240325100015
59612-160,
59615-170,
59290-972,
59074-072,
54540-000,
59600-503,
59144-640,1240325100020
65606-060,
59148-558,1240325100021
59607-158,
59628-836,
59073-215,1240810200048
59040-060,1240810200035
59072-445,1240810200049
59042-390,1240810200060
59294-465,1241200500017
59104-233,1240810200056
59620-570,
59299-990,1241200500001
59115-664,1240810200005
59633-840,
59114-071,1240810200005
59114-088,1240810200056
59150-400,1240325100021
59330-972,
59002-000,
59296-361,1241200500001
59296-162,1241200500008
59600-462,
59037-130,1240810200045
59072-821,1240810200049
59150-470,1240325100021
59291-652,1241200500001
59293-684,1241200500016
59296-012,1240810200031
59000-244,
59161-270,1240325100026
59094-530,1240810200013
59060-695,1240810200049
59229-992,
59145-440,1240325100025
59060-032,1240810200046
59618-180,
59022-030,1240810200001
59115-661,1240810200005
59114-845,1240810200055
59621-126,
68908-260,
59114-180,1240810200056
59069-280,1240810200017
59139-165,1240810200004
59040-112,1240810200058
59062-600,1240810200037
59293-432,1241200500017
59612-400,
61936-100,
59142-230,1240325100030
59050-700,
59143-255,1240325100032
59068-510,1240810200019
59296-701,1241200500006
59106-027,1240810200056
59074-510,1240810200049
59618-241,
59614-860,
59074-762,1240810200048
59071-060,1240810200041
59122-348,1240810200058
59129-432,1240810200006
59525-504,
59155-400,1240325100015
59114-405,1240810200049
59032-090,1240810200031
59114-029,1240810200056
59114-276,1240810200053
59025-130,1240810200035
59104-450,
59136-340,1240810200004
27998-000,
59014-017,1240810200002
59133-245,1240810200059
59133-550,1240810200058
62920-000,
59062-305,1240810200046
59114-701,1240810200005
91489-020,
59060-234,1240810200046
59115-230,1240810200055
59070-091,1240810200041
59131-620,1240810200059
59073-164,1240810200005
59088-365,1240810200016
59612-480,
59138-270,1240810200006
59156-355,1240325100005
59140-033,1240325100007
59626-240,
59074-660,1240810200048
59110-380,1240810200053
59621-490,
59060-040,1240810200046
59611-000,
59615-370,
59115-516,1240810200005
59068-140,1240810200019
59291-646,1241200500001
59090-180,1240810200012
59076-030,1240810200020
59293-444,1241200500017
59110-360,1240810200053
59293-324,1241200500016
59072-240,1240810200049
59600-170,
59145-260,1240325100025
59935-111,
59600-944,
59124-590,1240810200053
59035-326,1240810200045
59115-041,1240810200005
59621-610,
59138-870,1240810200004
59632-119,
59115-584,1240810200005
59200-009,
59127-380,1240810200053
59611-190,
59612-360,
59084-350,1240810200016
59142-790,1240710400010
59067-790,
59104-195,1240810200053
59144-600,1240325100020
59607-315,
59042-500,1240810200060
59144-343,1240325100020
59628-607,
59115-720,1240810200005
59291-803,
59616-675,
59115-042,1240810200056
59607-830,
59607-226,
59115-623,1240810200005
59155-371,1240325100018
59074-148,1240810200049
59115-721,1240810200053
59115-150,1240810200055
59104-307,1240810200053
59114-320,1240810200055
59138-450,1240810200059
59774-000,
59633-590,
59222-000,
59147-100,1240325100017
59612-720,
59129-540,1240810200053
59129-060,1240810200053
59106-114,1240810200056
58915-000,
59129-660,1240810200053
59054-385,1240810200020
59072-441,1240810200049
59088-130,1240810200016
59633-050,
59603-250,
59143-120,1240325100032
59614-404,
46640-000,
59106-240,1240810200056
59297-494,1241200500001
59605-275,
59114-559,1240810200005
59114-056,1240810200056
59010-315,1240810200030
59072-010,1240810200039
59129-680,1240810200053
79560-000,
59615-140,
59142-780,1240710400010
59070-728,
59042-210,1240810200005
59050-490,1240810200046
59124-830,1240810200053
59152-200,1240325100008
58292-000,
59026-010,
59124-770,1240810200053
59631-120,
59291-117,1241200500001
59123-613,1240810200008
59607-542,
59132-610,1240810200059
59062-720,1240810200041
59621-040,
59303-105,
59133-190,1240810200059
59618-630,
59035-420,1240810200045
59032-530,1240810200031
59628-515,
59632-300,
29607-155,
59613-840,
59612-510,
59634-094,
59619-140,
04403-000,
59140-550,1240325100004
59114-274,1240810200056
59115-582,1240810200005
59010-305,1240810200030
58580-000,
59607-231,
59114-407,1240810200056
59029-000,
50600-000,
59180-430,
59139-355,1240810200059
59631-430,
59299-800,1241200500002
59106-013,1240810200056
59296-072,1240710400017
59291-075,
59132-560,1240810200059
59104-209,1240810200026
59156-214,1240325100005
59153-210,1240325100016
59296-093,1241200500008
59129-315,1240810200006
59156-830,1240325100005
59631-470,
59031-290,1240810200031
59619-210,
59062-023,1240810200046
59143-140,1240325100032
59073-194,1240810200042
59814-840,
59114-650,1240810200055
59141-055,1240325100031
87020-015,
59152-500,1240325100021
59147-603,1240325100017
59076-470,1240810200020
62800-000,
59612-530,
59621-540,
59072-132,1240810200049
59037-705,1240810200031
59114-430,1240810200055
59600-180,
59157-203,1240325100004
59050-051,1240810200045
59054-005,1240810200041
59145-565,1240325100025
59607-270,
59122-375,1240810200058
59626-560,
57036-830,
59295-111,1241200500001
59016-070,
59065-570,1240810200021
59155-685,1240325100035
20185-871,
59156-795,1240325100005
59295-327,1241200500018
59155-380,1240325100015
59295-853,1241200500008
59613-660,
59015-015,
59147-000,
59600-317,
59297-636,1241200500001
59012-290,1240810200033
59625-450,
59062-205,
59100-010,
59061-150,
59607-630,
59108-150,1240810200053
59295-874,1241200500008
59621-486,
59114-173,1240810200005
59122-481,1240810200058
59014-078,1240810200001
59094-900,1240810200013
59130-480,
59129-310,1240810200053
59607-971,
59175-040,
59637-300,
59293-093,1240810200005
59086-230,1240810200019
59297-614,
59050-085,1240810200046
58145-380,
59144-070,1240325100020
59145-170,
59612-560,
59052-402,1240810200041
59604-395,
59133-395,1240810200058
59133-382,1240810200008
59607-089,
59300-130,
59132-830,1240810200059
59291-228,1241200500009
59141-310,1240325100029
59616-440,
59131-800,1240810200059
59074-400,
59292-490,1241200500001
59621-270,
59146-470,1240325100023
59625-496,
59074-845,1240810200048
59295-808,1241200500008
58625-000,
59003-079,
66666-666,
59155-555,1240325100015
59628-825,
59700-970,
59147-260,1240325100033
04962-160,
59148-366,1240325100012
